audio_file	sentence	original_sentence	spanish_sentence	lid_tokens	split	speaker
speaker1_Tetel_Narr_RET846_2022-06-11_1491365.0-1496726.0.wav	uan axan después, después este pues neh ya de novida	huana axan despues, despues este pues nej ya de nu vida	y ahora, despues, despues este pues yo ya de mi vida	uan//nhi axan//nhi después,//spa después//spa este//spa pues//spa neh//nhi ya//spa de//spa novida//mixed	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1497731.0-1502036.0.wav	ya a los quince años, catorce años onechtomarohqueh quemeh	ya a los quince años, catorce años u nech tumbarujkeh kemeh	ya a los quince años, catorce años me tomaron como	ya//spa a//spa los//spa quince//spa años,//spa catorce//spa años//spa onechtomarohqueh//mixed quemeh//adapted-spanish-loan	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1502708.0-1508419.0.wav	quemeh este ni... nivocal den escuela	kemeh este ni, ni vocal den escuela	como este, vocal de la escuela	quemeh//adapted-spanish-loan este//spa ni...//nhi nivocal//mixed den//mixed escuela//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1509257.0-1511394.0.wav	quemeh nisemanero den escuela	keme ni semanero den escuela	como un encargado de la escuela	quemeh//adapted-spanish-loan nisemanero//mixed den//mixed escuela//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1512290.0-1518553.0.wav	primaria porque in escuela primaria tehuan otiestudiarohqueh san de segundo año hasta tercer año	primaria porquen escuela primaria tejuan u ti estudiarujkeh san de segundo año hasta tercer año	primaria porque la escuela primaria, nosotros estudiamos solo hasta segundo año hasta tercer año	primaria//spa porque//spa in//nhi escuela//spa primaria//spa tehuan//nhi otiestudiarohqueh//mixed san//nhi de//spa segundo//spa año//spa hasta//spa tercer//spa año//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1519304.0-1522373.0.wav	uan de ompa de oniestudiaroh mas san yen segundo año	huan de umpa de u ni estudiaro mas sa yen segundo año	y despues de que estudie aunque solo segundo año	uan//nhi de//spa ompa//nhi de//spa oniestudiaroh//mixed mas//spa san//nhi yen//nhi segundo//spa año//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1522952.0-1523733.0.wav	después	despues	despues	después//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1524766.0-1529729.0.wav	después pues yo... yotipeuqueh tifainatiquiteh tifainatiquiteh uan	despues pues yu, yu ti pehujke ti faina tikiteh ti faina tikiteh huan	despues pues ya, ya empezamos a trabajar en faenas, trabajar en faenas y	después//spa pues//spa yo...//nhi yotipeuqueh//nhi tifainatiquiteh//mixed tifainatiquiteh//mixed uan//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1530227.0-1535372.0.wav	tecocoh para setlamemehtinimi hasta Zacatlán ica cualquier cosa de material	tecuku para se tlamemejtinimi hasta zacatlan ika cualquier cosa de material	es doloroso para estar cargando hasta zacatlan por cualquier cosa o material	tecocoh//nhi para//spa setlamemehtinimi//nhi hasta//spa Zacatlán//NE-Place ica//nhi cualquier//spa cosa//spa de//spa material//spa	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1535830.0-1538587.0.wav	ya que calidra, ya que de repente cemento	ya que calidra, ya que derrepente cemento	como calidra, derrepente cemento	ya//spa que//spa calidra,//spa ya//spa que//spa de//spa repente//spa cemento//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1539362.0-1542217.0.wav	ohcon ya yonipanoc presidente de	ujku ya, yu ni panuk presidente de	asi ya, ya pase como presidente de	ohcon//nhi ya//spa yonipanoc//nhi presidente//spa de//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1542875.0-1548769.0.wav	presidente de educación quemeh suplente de educación, después presidente de educación	presidente de educacion kemej suplente de educacion,despues  presidente de educacion	presidente de educacion como suplente de educacion, despues presidente de educacion	presidente//spa de//spa educación//spa quemeh//adapted-spanish-loan suplente//spa de//spa educación,//spa después//spa presidente//spa de//spa educación//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1549277.0-1553852.0.wav	ohcon ya niquita trabajoso tiquitl tlen mochiutiu trabajoso	ujkun ya ni kita trabajoso tikitl tlen mu chiuhtiuh trabajoso	asi ya veo que es muy complicado el trabajo que se va haciendo es complicado	ohcon//nhi ya//spa niquita//nhi trabajoso//spa tiquitl//nhi tlen//nhi mochiutiu//nhi trabajoso//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1554701.0-1556346.0.wav	entonces cuando yonipiyato	entonces cuando yu ni piato	entonces cuando ya tuve	entonces//spa cuando//spa yonipiyato//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1558634.0-1560840.0.wav	yonipiyato veinte años	yu ni piato veinte años	ya tuve veinte años	yonipiyato//nhi veinte//spa años//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1561681.0-1562732.0.wav	veinticinco años	veinticinco años	veinticinco años	veinticinco//spa años//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1564049.0-1569395.0.wav	ya ninimilia, uan quen max amo uilis calaquis nicancah comunidad	ya ni nimilia, huan ken max amo huilis kalakis nikanka comunidad	ya pensaba, apoco no va apoder entrar en esta comunidad	ya//spa ninimilia,//nhi uan//nhi quen//nhi max//nhi amo//nhi uilis//nhi calaquis//nhi nicancah//nhi comunidad//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1569775.0-1572565.0.wav	carretera, mox amo uilis calaquis carretera	carretera, mux amo huilis kalakis carretera	carretera, apoco no podra entrar carretera	carretera,//spa mox//nhi amo//nhi uilis//nhi calaquis//nhi carretera//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1573054.0-1575425.0.wav	para amo titlamemehtinimisqueh ica material	para amo ti tlamemejtinimiskeh ika material	para que no estemos cargando para material	para//spa amo//nhi titlamemehtinimisqueh//nhi ica//nhi material//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1576892.0-1581738.0.wav	entonces este ya niquincontaruilia ocsiqui, ocsiqui cuidadanos	entonces este ya ni kin contarjuilia oksiki, oksiki ciudadanos	entonces este ya les comentaba a otros, otros ciudadanos	entonces//spa este//spa ya//spa niquincontaruilia//mixed ocsiqui,//nhi ocsiqui//nhi cuidadanos//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1582393.0-1585457.0.wav	ma timotlahtouican ica in carretera	ma ti mu tlajtuhuikan ikan carretera	que pidamos la carretera	ma//nhi timotlahtouican//nhi ica//nhi in//nhi carretera//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1586001.0-1589013.0.wav	para con eso amo titlamehtinimisqueh ica material	para con eso amo ti tlamejtinimiskeh ika material	para que con eso no estemos cargando por el material	para//spa con//spa eso//spa amo//nhi titlamehtinimisqueh//nhi ica//nhi material//spa	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1589479.0-1594700.0.wav	hasta Tetela cuatro horas, de nican para Zacatlan cuatro horas y media	hasta tetela cuatro horas, de nikan para zacatlan cuatro horas y media	hasta tetela cuatro horas, de aqui para zacatlan cuatro horas y media	hasta//spa Tetela//NE-Place cuatro//spa horas,//spa de//spa nican//nhi para//spa Zacatlan//NE-Place cuatro//spa horas//spa y//spa media//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1595069.0-1599639.0.wav	tla itic tlamemel hasta cinco horas para tiehcoh o para tiyoueh	tla itik tlamemel hasta cinco horas para ti ejko o para ti yuhue	si pesa la carga hasta cinco horas para llegar o para ir	tla//nhi itic//nhi tlamemel//nhi hasta//spa cinco//spa horas//spa para//spa tiehcoh//nhi o//spa para//spa tiyoueh//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1600558.0-1604534.0.wav	xoconitacan maticalaquican in carretera o sea matimotlahtouican	xu cun itaka ma ti calakikah carretera osea ma ti mu tlajtuhuikan	miren, hay que meter la carretera osea hayque pedirla	xoconitacan//nhi maticalaquican//nhi in//nhi carretera//spa o//spa sea//spa matimotlahtouican//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1605204.0-1606215.0.wav	ma timotlahtouican	ma ti mu tlajtuhuikan	ay que pedirla	ma//nhi timotlahtouican//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1606907.0-1611374.0.wav	pero nochipa amo ocniquiyah in tocniuan nochipa amo ocniquiya uan neh	pero nuchipa amo uk nikian tuknihuan nuchipa amo uk nikia huan nej	pero nunca querian nuestros hermanos, nunca querian y yo	pero//spa nochipa//nhi amo//nhi ocniquiyah//nhi in//nhi tocniuan//nhi nochipa//nhi amo//nhi ocniquiya//nhi uan//nhi neh//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1612190.0-1615690.0.wav	cuando onicatca ica in escuela onipiyaya	cuando u ni katka ikan escuela u ni piaya	cuando estaba con la escuela tenia	cuando//spa onicatca//nhi ica//nhi in//nhi escuela//spa onipiyaya//spa	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1616662.0-1617903.0.wav	onipiyaya doce años	u ni piaya doce años	tenia doce años	onipiyaya//nhi doce//spa años//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1618671.0-1620117.0.wav	uan onipeu nitlatemiqui	huan u nipeuh ni tlatemiki	y empece a soñar	uan//nhi onipeu//nhi nitlatemiqui//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1620813.0-1623694.0.wav	onipeu nitlatemiqui mach nin Tetelancingo	u nipeuh ni tlatemiki mach nin tetelajtzingo	empece a soñar que aqui tetelantzingo	onipeu//nhi nitlatemiqui//nhi mach//nhi nin//nhi Tetelancingo//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1624138.0-1627084.0.wav	ya panoah carros, ya panoah coches	ya panuhuan carros, ya panuhuaj coches	ya pasan carros, ya pasan coches	ya//spa panoah//nhi carros,//spa ya//spa panoah//nhi coches//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1627451.0-1628808.0.wav	ya panoah camiones	ya panuhua camiones	ya pasan camiones	ya//spa panoah//nhi camiones//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1629127.0-1631910.0.wav	mas itich in camino de herradura	mas itich in camino de herradura	aunque en el camino de herradura	mas//spa itich//nhi in//nhi camino//spa de//spa herradura//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1632363.0-1635104.0.wav	necah ohtli, necah ueyohtli	nekah ujtli, nekah hueyojtli	ese camino, ese camino ancho	necah//nhi ohtli,//nhi necah//nhi ueyohtli//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1635518.0-1637460.0.wav	uitzeh carros, uitzeh coches	huitsen carros, huitsen coches	vienen carros vienen coches	uitzeh//nhi carros,//spa uitzeh//nhi coches//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1637771.0-1641085.0.wav	uitzeh camiones uan panoah nican Tetelancingo uan youeh	huitsej camiones huan panuhua nikan tetelajtzingo huan yuhue	vienen camiones y pasan aqui en tetelantzingo y se van	uitzeh//nhi camiones//spa uan//nhi panoah//nhi nican//nhi Tetelancingo//NE-Place uan//nhi youeh//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1641488.0-1644431.0.wav	para youeh para, para Omitlán	para yuhue para, para omitlan	para , van para, para omitlan	para//spa youeh//nhi para,//spa para//spa Omitlán//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1645308.0-1648486.0.wav	quisaquiueh ne tipetl Potritohco	kisakihue ne tipetl potritojko	vienen a salir en ese cerro potrito	quisaquiueh//nhi ne//nhi tipetl//nhi Potritohco//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1649064.0-1655352.0.wav	uitzeh ic Yehuala uan nican panoah in tiposmeh uan neh onimotetzauaya como nican ica in escuela	huitsen ik yehuala huan nikan panuhuan tipusmeh huan ne u ni mu tetsahuaya como nikah ikan escuela	vienen por yehuala y pasan por aca  los carros y yo .........como estaba en la escuela	uitzeh//nhi ic//nhi Yehuala//NE-Place uan//nhi nican//nhi panoah//nhi in//nhi tiposmeh//nhi uan//nhi neh//nhi onimotetzauaya//nhi como//spa nican//nhi ica//nhi in//nhi escuela//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1655781.0-1660642.0.wav	tlanesi nitlahtlachiya pues queye in youac onitlatehtemic panotoqueh in tiposmeh	tlanesi ni tlajtlachiya pues keyen yuhuak u ni tlatejtemik panutuken tipusmeh	amanece y veo pues porque en la noche soñe que pasaban carros	tlanesi//nhi nitlahtlachiya//nhi pues//spa queye//adapted-spanish-loan in//nhi youac//nhi onitlatehtemic//nhi panotoqueh//nhi in//nhi tiposmeh//nhi	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1661054.0-1666511.0.wav	uan yeh tlaca yeh san itich ueyohtli tlen tlen campa youeh tlapiyalmeh	huan yej tlaka yej san itich  hueyojtl tlen tlen campa yuhue tlapialmeh	y solo es el camino donde caminanlos animales	uan//nhi yeh//nhi tlaca//nhi yeh//nhi san//nhi itich//nhi ueyohtli//nhi tlen//nhi tlen//nhi campa//nhi youeh//nhi tlapiyalmeh//nhi	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1667212.0-1671804.0.wav	caballos, burros, machos sa yen non ueyohtli ich oyayah	caballos, burros,machos sa yen nun hueyojtli ich u yaya	caballos burros machos, solo ese camino en el que iban	caballos,//spa burros,//spa machos//spa sa//nhi yen//nhi non//nhi ueyohtli//nhi ich//nhi oyayah//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1672208.0-1677175.0.wav	uan onimotetzauaya pues queye in cuali uili uitzeh in carros uan amo tlen razon	huan u ni mu tetsahuaya pues keyen cuali huili huitsen carros huan amo tlen razon	y me ........pues porque pueden venir bien los carros y no hay razon	uan//nhi onimotetzauaya//nhi pues//spa queye//adapted-spanish-loan in//nhi cuali//nhi uili//nhi uitzeh//nhi in//nhi carros//spa uan//nhi amo//nhi tlen//nhi razon//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1677948.0-1680384.0.wav	uan ya cuando ihcuac onicpiyato	huan ya cuando ijkuak u nik piato	y ya cuando cumpli	uan//nhi ya//spa cuando//spa ihcuac//nhi onicpiyato//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1681684.0-1690255.0.wav	veinticinco años treinta años, tons nimoluia uilis ahsis tonal uilica calaquis carretera nican Tetelancingo	veinticinco años, treinta años, tons ni muljuia huilis asis tunal huilika kalakis carretera nikan tetelajtzingo	veinticinco años, treinta años, entonces me dije, puede llegar el dia  que afuerza entre la carretera aqui en tetelantzingo	veinticinco//spa años//spa treinta//spa años,//spa tons//spa nimoluia//nhi uilis//nhi ahsis//nhi tonal//nhi uilica//nhi calaquis//nhi carretera//spa nican//nhi Tetelancingo//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1691032.0-1693810.0.wav	uilica calaquis carretera ma yen	huilika kalakis carretera ma yen	afuerza va entrar carretera	uilica//nhi calaquis//nhi carretera//spa ma//nhi yen//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1694311.0-1697080.0.wav	ma yen uilis, ma yen amo uilis pero uilica uilis	mayen huilis, ma yen amo huilis pero huilika huilis	se pueda o no pero afuerza se va hacer	ma//nhi yen//nhi uilis,//nhi ma//nhi yen//nhi amo//nhi uilis//nhi pero//spa uilica//nhi uilis//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1697816.0-1701829.0.wav	uan tons ohcon ya ya yonechcuiqueh de	huan tons ujkon ya ya yu nech kuike de	y entonces asi ya, ya me ocupe de	uan//nhi tons//spa ohcon//nhi ya//spa ya//spa yonechcuiqueh//nhi de//spa	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1702202.0-1705462.0.wav	juez de paz, primero suplente de paz	jues de paz, primero suplente de paz	juez de paz, primero suplente de paz	juez//spa de//spa paz,//spa primero//spa suplente//spa de//spa paz//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1705979.0-1709572.0.wav	después juez de paz uan cuando yoni...	despues juez de paz huan cuando yu ni	despues juez de paz y cuando ya	después//spa juez//spa de//spa paz//spa uan//nhi cuando//spa yoni...//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1709713.0-1712933.0.wav	yonictlanquitzquito ica in cargo Juez de Paz	yu nik tlankitskito ikan cargo juez de paz	cuando ya agarre el cargo de juez de paz	yonictlanquitzquito//nhi ica//nhi in//nhi cargo//spa Juez//spa de//spa Paz//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1714040.0-1717650.0.wav	itich año de mil novecientos sesenta y cinco	itich año de mil nuevecientos sesenta y cinco	en el año de mil nuevecientos sesenta y cinco	itich//nhi año//spa de//spa mil//spa novecientos//spa sesenta//spa y//spa cinco//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1718740.0-1720904.0.wav	ich mil novecientos sesenta y cinco	ich mil nuevecientos sesenta y cinco	en mil nuevecientos sesenta y cinco	ich//nhi mil//spa novecientos//spa sesenta//spa y//spa cinco//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1721396.0-1724379.0.wav	ihcuac oyo... yonicchiu lucha ya	ijkuak u yu, yu nikchiuh lucha ya	fu entonces cuando hize la lucha	ihcuac//nhi oyo...//nhi yonicchiu//nhi lucha//spa ya//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1724895.0-1730806.0.wav	ya nipiya noedad yi quemeh ya xa de treinta años treinta y cinco años	ya ni pia nu edad yi kemeh ya xa de treinta años treinta y cinco años	ya tengo mi edad ya como alomejor de treinta años, treinta y cinco años	ya//spa nipiya//nhi noedad//mixed yi//nhi quemeh//adapted-spanish-loan ya//spa xa//nhi de//spa treinta//spa años//spa treinta//spa y//spa cinco//spa años//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1732462.0-1734342.0.wav	o ya casi cerca cuarenta años	o ya casi cerca cuarenta años	o ya casi cerca de cuarenta años	o//spa ya//spa casi//spa cerca//spa cuarenta//spa años//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1734912.0-1738352.0.wav	entonces yopeu neh amo acmo nimomohtia acmo	entonces yupeuh ne amo akmo ni mu mujtia akmo	entonces ya no tenia miedo, ya no	entonces//spa yopeu//nhi neh//nhi amo//nhi acmo//nhi nimomohtia//nhi acmo//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1738747.0-1741073.0.wav	acmo niquintlahtolmouilia coyomeh	akmo ni kin tlajtol muhuilia kuyumeh	ya no tengo miedo de hablar con los meztizos	acmo//nhi niquintlahtolmouilia//nhi coyomeh//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1741538.0-1744232.0.wav	tons yonipeu ninimi yoniyah in Puebla	tons yu nipeuh ni nimi yu niyan puebla	entonces ya empece a salir, ya fui a puebla	tons//spa yonipeu//nhi ninimi//nhi yoniyah//nhi in//nhi Puebla//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1744912.0-1748093.0.wav	cuando ocatca gobernador in Alfredo de Lara	cuando o katka gobernador Alfredo de Lara	cuando estaba de gobernador alfredo de lara	cuando//spa ocatca//nhi gobernador//spa in//nhi Alfredo//NE-Person de//NE-Person Lara//NE-Person	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1748540.0-1750304.0.wav	Puebla ocatca gobernador	puebla u katka gobernador	era gobernador de puebla	Puebla//NE-Place ocatca//nhi gobernador//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1750794.0-1752853.0.wav	yehuatl yonicmactito primer	yejuatl yu nik maktito primer	a el le di el primer	yehuatl//nhi yonicmactito//nhi primer//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1753275.0-1757488.0.wav	primer solicitud para nicancah camino de nin Tetelancingo	primer solicitud para nikanka camino de nin tetelajtzingo	primera solicitud para este camino de tetelantzingo	primer//spa solicitud//spa para//spa nicancah//nhi camino//spa de//spa nin//nhi Tetelancingo//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1757917.0-1760120.0.wav	tlen uitz conduciendo de Tetela	tlen huits conduciendo de tetela	que viene conduciendo de tetela	tlen//nhi uitz//nhi conduciendo//spa de//spa Tetela//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1760719.0-1762467.0.wav	de Ocampo, Puente Seco	de ocampo, puenteseco	de ocampo, puente seco	de//spa Ocampo,//NE-Place Puente//NE-Place Seco//NE-Place	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1762983.0-1764534.0.wav	Acatlán	acatlan	acatlan	Acatlán//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1765781.0-1769177.0.wav	Xaltatempa, La Lagunilla, Omitlán Tetelancingo	xaltatempa , lalagunilla, omitlan tetelantzingo	xaltatempa, la lagunilla, omitlan, tetelantzingo	Xaltatempa,//NE-Place La//NE-Place Lagunilla,//NE-Place Omitlán//NE-Place Tetelancingo//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1769603.0-1771929.0.wav	nican omoestancaroco Tetelancingo	nikan u mu estankaruko tetelantzingo	aqui se vino a estancar tetelantzingo	nican//nhi omoestancaroco//mixed Tetelancingo//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1772370.0-1774094.0.wav	carretera amo ouilic opanoc	carretera amo u huilik u panuk	la carretera no pudo pasar	carretera//spa amo//nhi ouilic//nhi opanoc//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1774552.0-1777144.0.wav	para Yehuala pero de todos modos satepan	para yehuala pero de todos modos sa tepan	para yehuala pero de todos modos despues	para//spa Yehuala//NE-Place pero//spa de//spa todos//spa modos//spa satepan//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1777601.0-1779452.0.wav	ocsipa onilucharo para	oksipa u ni lucharo para	otra ves luche para	ocsipa//nhi onilucharo//mixed para//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1779996.0-1782688.0.wav	para Zacatlán ocsipa ocse solicitud	para zacatlan oksipa okse solicitud	para zacatlan otra vez otra solicitud	para//spa Zacatlán//NE-Place ocsipa//nhi ocse//nhi solicitud//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1783175.0-1786012.0.wav	para otiualpeualtito Yeuala in carretera para	para u ti hualpehualtito yehualan carretera para	para que le empezaran en yehuala carretera para	para//spa otiualpeualtito//nhi Yeuala//NE-Place in//nhi carretera//spa para//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1786431.0-1789517.0.wav	omoentroncaro nican Tetelancingo omonamic	umu entronkaro nikan tetelantzingo u mu namik	se entronco aki en tetelantzingo en donde se encontro	omoentroncaro//mixed nican//nhi Tetelancingo//NE-Place omonamic//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1790200.0-1791448.0.wav	omonamic in carretera	u mu namik carretera	se junto la carretera	omonamic//nhi in//nhi carretera//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1792317.0-1796183.0.wav	entonces sa yeh non yeh non lucha onicchiu fuerza para	tons sa yej nun yej nun lucha u nikchiuh fuerza para	entonces esa fue mi lucha para	entonces//spa sa//nhi yeh//nhi non//nhi yeh//nhi non//nhi lucha//spa onicchiu//nhi fuerza//spa para//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1796563.0-1797700.0.wav	ma tipiyacan camino	ma ti piakan camino	que tengamos camino	ma//nhi tipiyacan//nhi camino//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1798300.0-1799867.0.wav	nicah nican, gracias a Dios	nikah nika, gracias a  Dios	aqui estoy gracias a dios	nicah//nhi nican,//nhi gracias//spa a//spa Dios//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1800266.0-1801861.0.wav	Quemeh niquimiluia nocniuan	keme ni kim iljuia nuknihua	como les digo a mi hermanos	Quemeh//adapted-spanish-loan niquimiluia//nhi nocniuan//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1802700.0-1804625.0.wav	nechtlasohcamatilis aquin	nech tlasojkamatilis akin	alguien me va a agradecer	nechtlasohcamatilis//nhi aquin//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1804994.0-1807075.0.wav	o amo nechtlasohcamatilis aquin	o amo nech tlasujkamatilis akin	o si nadien me agradece	o//spa amo//nhi nechtlasohcamatilis//nhi aquin//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1807437.0-1808686.0.wav	pero neh onilucharo	pero ne u ni lucharo	pero yo luche	pero//spa neh//nhi onilucharo//mixed	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1809113.0-1811518.0.wav	onitzicuintinin hasta Puebla	u ni tsikuintinim hasta puebla	estuve corriendo hasta puebla	onitzicuintinin//nhi hasta//spa Puebla//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1811933.0-1812998.0.wav	onitzicuintinin	u ni tsikuintini	corri	onitzicuintinin//nhi	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1813258.0-1815305.0.wav	Tetela, onitzicuintinin Zacatlán	tetela, u ni tsikuintini zacatlan	tetela, corri a zacatlan	Tetela,//NE-Place onitzicuintinin//nhi Zacatlán//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1815734.0-1818475.0.wav	nochi in comunidades porque primer solicitud	nuchin comunidades porque primer solicitud	todas las comunidades porque la primera solicitud	nochi//nhi in//nhi comunidades//spa porque//spa primer//spa solicitud//spa	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1818888.0-1820595.0.wav	tlen onicmactito in gobernador	tlen o nik maktito gobernador	la que le di al gobernador	tlen//nhi onicmactito//nhi in//nhi gobernador//spa	test	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1820937.0-1823825.0.wav	amo onechva... amo onechvalorizaruileh	amo u nech va, amo u nech valorizarjuile	no me lo, no me lo valorizo	amo//nhi onechva...//mixed amo//nhi onechvalorizaruileh//mixed	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1824502.0-1826502.0.wav	quihtoa amo valeroa nosolicitud	kijtuhua amo valeruhua nu solicitud	dice que no vale mi solicitud	quihtoa//nhi amo//nhi valeroa//mixed nosolicitud//mixed	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1826979.0-1830786.0.wav	porque quesqueh habitantes nipiya ich nin nin comunidad de Tetelancingo	porque keske habitantes ni pia ich nin comunidad de tetelancingo	porque , cuantos habitantes tengo en esta comunidad de tetelantzingo	porque//spa quesqueh//nhi habitantes//spa nipiya//nhi ich//nhi nin//nhi nin//nhi comunidad//spa de//spa Tetelancingo//NE-Place	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1831367.0-1834022.0.wav	niquiluia señor gobernador pues nechonperdonaro	ni kiljuia señor gobernador pues nechon perdonaro	le digo, señor gobernador pues perdoneme	niquiluia//nhi señor//spa gobernador//spa pues//spa nechonperdonaro//mixed	train	RET846
speaker1_Tetel_Narr_RET846_2022-06-11_1834547.0-1837562.0.wav	para nin Tetelancingo amo quipiya miac ciudadano	para nin tetelancingo amo ki pia miak ciudadano	aqui en tetelantzingo no tiene muchos ciudadanos	para//spa nin//nhi Tetelancingo//NE-Place amo//nhi quipiya//nhi miac//nhi ciudadano//spa	train	RET846
